image_name,split,variant,reason,timestamp
age74_028330.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:13
age53_045368.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:13
age58_030553.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:13
age10_000607.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:13
age38_067580.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:11
age50_045371.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:12
age54_048161.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:12
age25_058002.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:13
age55_049628.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:13
age4_054564.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:13
age54_049768.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:13
age75_028839.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:13
age62_080254.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:13
age57_061506.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:13
age53_048104.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:13
age41_061085.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:13
age53_043711.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:13
age50_048446.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:14
age41_060794.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:14
age75_082912.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:15
age11_000236.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:15
age41_062706.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:15
age6_009048.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:15
age62_081415.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:15
age4_050908.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:16
age15_074014.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:16
age36_065470.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:16
age4_052662.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:16
age8_007192.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:16
age53_044600.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:16
age74_029866.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:16
age64_081873.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:17
age47_034052.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:17
age27_024911.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:17
age27_025033.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:17
age2_052778.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:17
age27_025159.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:18
age41_007062.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:18
age36_066165.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:18
age37_067630.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:18
age60_081387.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:18
age21_056957.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:19
age40_060498.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:19
age57_075975.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:19
age42_062294.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:19
age3_052333.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:19
age66_034624.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:19
age70_029117.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:20
age48_037708.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:20
age27_025638.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:20
age60_079141.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:20
age27_024952.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:20
age68_031942.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:20
age82_084030.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:21
age54_048256.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:21
age38_069890.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:21
age42_060873.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:21
age60_080240.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:21
age39_070305.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:21
age27_022302.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:21
age50_046408.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:21
age76_083484.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:22
age6_011145.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:22
age71_030071.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:22
age83_068574.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:22
age34_016912.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:22
age13_000816.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:22
age67_034759.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:22
age53_014290.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:23
age17_071223.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:23
age61_068990.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:23
age36_068081.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:23
age68_032681.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:24
age48_042449.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:24
age41_014691.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:24
age64_034279.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:25
age34_018668.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:25
age48_039519.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:25
age27_023107.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:25
age48_042129.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:25
age61_035437.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:25
age17_070890.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:25
age42_061589.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:25
age57_077037.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:26
age6_011072.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:26
age18_072131.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:26
age54_044783.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:26
age27_021276.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:26
age41_063981.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:26
age31_016858.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:26
age41_063850.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:27
age27_024299.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:27
age20_056246.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:28
age37_068848.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:28
age31_018292.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:28
age54_047365.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:28
age47_038887.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:28
age42_062564.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:28
age21_055890.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:28
age7_006009.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:28
age36_066079.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:29
age73_029439.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:29
age58_077412.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:29
age11_004571.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:29
age6_007515.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:30
age77_077216.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:30
age8_002499.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:30
age7_009636.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:30
age34_020894.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:30
age38_065454.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:30
age6_011640.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:30
age71_030591.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:31
age37_069449.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:31
age54_047627.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:31
age77_083053.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:31
age37_068905.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:31
age31_017418.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:31
age65_069269.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:31
age27_023543.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:31
age72_029368.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:31
age54_048341.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:32
age41_062882.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:32
age61_081207.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:32
age62_079891.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:33
age15_074719.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:33
age36_039685.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:33
age68_033798.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:33
age16_075020.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:33
age21_058151.jpg,train,lips_masked,no_face_detected,2026-09-09T16:51:33
