image_id,true_age,pred_base,pred_upper_face,pred_nose,pred_lower_face,pred_lips,pred_eyes,pred_eyes_extended,pred_chin,pred_bulls_eye
100_1_2_20170105174847679.jpg,100.0,49.12125778198242,46.106483459472656,45.28049087524414,58.54584884643555,55.00529098510742,45.259422302246094,50.52403259277344,54.632938385009766,45.93711853027344
100_1_2_20170112222336458.jpg,100.0,62.56356430053711,50.21902084350586,60.41267395019531,53.16075897216797,66.66117095947266,57.143959045410156,60.73600769042969,51.43849182128906,63.19185256958008
101_1_2_20170105174739309.jpg,101.0,40.595481872558594,44.556678771972656,46.411842346191406,53.09743118286133,45.14943313598633,38.287227630615234,53.11988830566406,35.55308151245117,45.790977478027344
105_0_0_20170112213001988.jpg,105.0,73.13297271728516,69.13518524169922,67.40272521972656,64.4524917602539,78.16864776611328,74.32621765136719,82.15713500976562,74.59005737304688,74.60684967041016
10_0_0_20170104013211746.jpg,10.0,20.785675048828125,24.511978149414062,19.865680694580078,23.5876522064209,17.2474422454834,21.85314178466797,20.664653778076172,16.95362663269043,17.8343448638916
10_0_0_20170110220255346.jpg,10.0,13.086078643798828,16.587360382080078,19.142353057861328,1.3788278102874756,14.346718788146973,15.037540435791016,18.279430389404297,17.96376609802246,13.023274421691895
10_0_0_20170110220316298.jpg,10.0,20.982824325561523,25.6688175201416,19.794254302978516,20.637422561645508,23.34984588623047,25.928180694580078,18.09112548828125,24.864524841308594,25.15624237060547
10_0_0_20170110220503946.jpg,10.0,11.781316757202148,11.390047073364258,12.008260726928711,6.474751949310303,14.191378593444824,20.256635665893555,12.342059135437012,12.1516695022583,21.560699462890625
10_0_0_20170110220530650.jpg,10.0,3.40798282623291,14.836856842041016,10.669380187988281,7.948992729187012,12.50551986694336,7.715423107147217,15.499180793762207,4.501592636108398,9.03310489654541
10_0_0_20170110220541850.jpg,10.0,13.195147514343262,23.66396141052246,10.630524635314941,28.641828536987305,15.301084518432617,21.219593048095703,17.540843963623047,11.938828468322754,15.839195251464844
10_0_0_20170110224223937.jpg,10.0,13.213459014892578,14.007641792297363,10.688182830810547,7.645665645599365,14.3085298538208,12.103019714355469,14.71074390411377,18.830978393554688,11.042609214782715
10_0_0_20170110225246490.jpg,10.0,25.48686981201172,24.023157119750977,29.536680221557617,26.687685012817383,27.711761474609375,20.481046676635742,22.561878204345703,30.526729583740234,28.119483947753906
10_0_0_20170117143048181.jpg,10.0,32.763031005859375,31.454984664916992,25.601490020751953,29.65146255493164,29.466899871826172,32.80820846557617,31.86428451538086,26.619373321533203,32.856136322021484
10_0_1_20170110225121326.jpg,10.0,22.63646125793457,30.737594604492188,24.130321502685547,23.4138126373291,22.961095809936523,25.405532836914062,28.95257568359375,8.083248138427734,27.4884033203125
10_0_3_20161220215952636.jpg,10.0,25.066015243530273,20.32728385925293,19.18529510498047,17.41561508178711,21.06515121459961,19.83405303955078,10.69068431854248,25.572826385498047,22.54049301147461
10_0_4_20161221192738446.jpg,10.0,22.575908660888672,14.347569465637207,29.918968200683594,26.996963500976562,24.753787994384766,24.771926879882812,27.194164276123047,24.874771118164062,24.171627044677734
10_1_0_20170109203608654.jpg,10.0,6.78257942199707,0.31219691038131714,0.030737590044736862,1.0676559209823608,2.870073080062866,5.806100845336914,0.024728072807192802,14.310203552246094,9.794352531433105
10_1_0_20170109204338404.jpg,10.0,8.662422180175781,29.871295928955078,14.913371086120605,28.602245330810547,18.591800689697266,11.16525936126709,19.60150146484375,21.03643798828125,13.87794017791748
110_0_0_20170112213500903.jpg,110.0,86.82443237304688,88.01353454589844,100.29776000976562,98.36457061767578,86.7562484741211,85.20893859863281,96.0843734741211,78.73814392089844,87.40309143066406
111_1_0_20170120134646399.jpg,111.0,48.215538024902344,37.18152618408203,47.62300491333008,44.10228729248047,55.05162811279297,53.79949188232422,48.892913818359375,51.28022003173828,44.27891540527344
116_1_0_20170120134921760.jpg,116.0,54.582679748535156,30.669723510742188,51.06363296508789,50.049556732177734,54.36510467529297,43.18435287475586,44.118900299072266,47.6298713684082,54.06125259399414
11_0_0_20170103200509559.jpg,11.0,14.548405647277832,26.494569778442383,13.7196626663208,21.70792579650879,17.972169876098633,18.827011108398438,19.79663848876953,17.05316925048828,18.532371520996094
11_0_0_20170110220518578.jpg,11.0,29.15924835205078,19.74503517150879,27.603073120117188,30.913671493530273,29.88530731201172,25.105716705322266,27.503616333007812,33.4647331237793,27.20030975341797
11_0_2_20170103200847287.jpg,11.0,14.929767608642578,21.04852867126465,22.66204071044922,22.0975284576416,19.597564697265625,17.457355499267578,15.886886596679688,14.467170715332031,16.58797264099121
